,text,label,text_length
1208,"As an ORG129, I want to use ALFRED to maintain my contact list in my phone.",Unknown,80
1209,"As an ORG129, I want to use ALFRED to manage my agenda.",Unknown,60
1210,"As an ORG129, I want to insert my meetings into ALFRED using speech.",Unknown,73
1211,"As an ORG129, I want to receive reminders on my appointments.",Unknown,66
1212,"As an ORG129, I want to receive a reminder from ALFRED on all the things I need to bring with me when I leave the house.",Unknown,125
1213,"As a GPE9, I want ALFRED to remind me of the things I need to bring to the person I care for.",Unknown,104
1214,"As an ORG129, I want to use ALFRED to set up social groups of people with similar diseases.",Unknown,96
1215,"As an ORG129, I want to use ALFRED to contact people from my own circle.",Unknown,77
1216,"As an ORG129, I want to use ALFRED to learn about art expositions or a museum.",Unknown,83
1217,"As an ORG129, I want to use ALFRED to learn about all the social activities that are organized in my neighborhood.",Unknown,119
1218,"As an ORG129, I want to use ALFRED to get a personalized invitation to a social event, so that it motivates more to go.",Unknown,124
1219,"As an ORG129, I want to use ALFRED to navigate to an event or concert and help me when I am lost.",Unknown,102
1220,"As an ORG129, I want to use ALFRED to help me navigate despite my mild cognitive impairments.",Unknown,98
1221,"As an ORG129, I want to be able to pay for small amounts.",Unknown,62
1222,"As an ORG129, I want to use ALFRED to organize a meeting with a group of friends at a certain place.",Unknown,105
1223,"As an ORG129, I want to play online games together with other users.",Unknown,73
1224,"As an ORG129, I want to get suggestions for sports classes in my neighbourhood.",Unknown,84
1225,"As an ORG129, I want to have ALFRED to enable me to have face to face contacts as well, so that I do not just have virtual contacts over ALFRED.",Unknown,149
1226,"As an ORG129, I want to help me to control my body weight.",Unknown,63
1227,"As an ORG129, I want to just press CARDINAL1 button to call my caregiver.",Unknown,72
1228,"As an ORG129, I want to decide who has access to my vital data.",Unknown,68
1229,"As a MedicalCaregiver, I want to be sure that the user can decide who has access to her data.",Unknown,93
1230,"As an ORG129, I want to have the wearables with integrated sensors to look good and not to be stigmatizing.",Unknown,112
1231,"As an ORG129, I want to see my vital parameters myself on the phone.",Unknown,73
1232,"As an ORG129, I want to have the ALFRED shirt to look good.",Unknown,64
1233,"As an ORG129, I want to have the ALFRED shirt has to be non stigmatizing.",Unknown,78
1234,"As a MedicalCaregiver, I want to have ALFRED to be able to determine the user's blood pressure.",Unknown,95
1235,"As a MedicalCaregiver, I want to have ALFRED to be able to determine the user's body temperature.",Unknown,97
1236,"As a MedicalCaregiver, I want to have ALFRED to be able to determine the user's heart rate.",Unknown,91
1237,"As a MedicalCaregiver, I want to have ALFRED to be able to determine the user's breathing frequency.",Unknown,100
1238,"As a MedicalCaregiver, I want to have feedback on the activity level of the user.",Unknown,81
1239,"As a MedicalCaregiver, I want to locate the ALFRED user.",Unknown,56
1240,"As a GPE9, I want to have ALFRED to be able to recognize pain and or stress by using skin conduction sensors.",Unknown,120
1241,"As a GPE9, I want to have a step counter included into ALFRED.",Unknown,73
1242,"As an ORG129, I want to have ALFRED to give me goals and missions that encourage me to do new activities and exercises and to go out.",Unknown,138
1243,"As an ORG129, I want to have ALFRED to set limits in the games duration as I get bored easily.",Unknown,99
1244,"As an ORG129, I want to play games where I can use my Imagination.",Unknown,71
1245,"As an ORG129, I want to do guided exercises with ALFRED and ALFRED should also use sensors to capture health data while I am doing exercises.",Unknown,146
1246,"As an ORG129, I want to have games that include my favourite sports.",Unknown,73
1247,"As an ORG129, I want to receive suggestions about local sport Classes.",Unknown,75
1248,"As an ORG129, I want to have ALFRED to remind me to keep a good body posture.",Unknown,82
1249,"As a MedicalCaregiver, I want to have ALFRED to remind people to exercise regularly.",Unknown,84
1250,"As an ORG129, I want to receive specific tips how to reduce my health impairments without medication.",Unknown,106
1251,"As an ORG129, I want to have some games that show me how good my memory and physical health is.",Unknown,100
1252,"As an ORG129, I want to have training for specific muscle ORG130.",Unknown,70
1253,"As a MedicalCaregiver, I want to have ALFRED to offer training for specific muscle groups.",Unknown,90
1254,"As an ORG129, I want to be able to see my training Performance.",Unknown,68
1255,"As an ORG129, I want to have ALFRED to help to motivate me during DATE28 to do exercise that should change DATE3, as the constant change motivates me.",Unknown,157
